tweet;clean_tweet;sentiment_svm;sentiment_smote
gw gatau kenapa tpi kok hari ini banyak banget yg ngomongin mbg njirr tadi pas lagi dengerin radio A***** narsumnya ibu2 muji menu mbg pas liburan udh pas eh terus di tl muncul twit ini sussy;gw gatau kenapa tpi kok hari banyak banget yg ngomongin mbg njirr tadi pas lagi dengerin radio a narsumnya ibu muji menu mbg pas liburan udh pas eh terus tl muncul twit sussy;negatif;negatif
MAKAN DENGAN ANGGARAN TERBATAS DI ZAMAN GIZI GRATIS https://t.co/Tq8mnVrhWI #SuaraBatak #BatakBerbicara #TapanuliVoice #Innovation #AI #Breakingnews #DigitalNews #JKTInfo #KritikPemerintahan #WongCilik #JakartaHits #WeLoveJakarta #Batak #Tapanuli #IndonesiaBerita #BudayaBatak https://t.co/XHlIZj2f8l;makan anggaran terbatas zaman gizi gratis;netral;netral
Rezim anti-intelektual memotong anggaran BNPB BMKG dan ilmuan. Demi apa? Rente makan siang gratis?;rezim antiintelektual memotong anggaran bnpb bmkg ilmuan demi apa rente makan siang gratis;negatif;negatif
Emang negri ini tuh gak butuh makan gratis tapi lebih butuh pendidikan gratis. Ya Allah sedih banget baca nya ;emang negri tuh gak butuh makan gratis tapi lebih butuh pendidikan gratis ya allah sedih banget baca nya;negatif;negatif
MBG selalu ada untuk ibu hamil balita serta anak sekolah yang akan mengalami pertumbuhan. dengan hadirnya MBG membuat masyarakat kita tidak khawatir kembali tentang gizi pada makanan mereka #MBGMembangunSDMUnggul Lanjutkan MBG Boleh Orang Palestina https://t.co/ttAOrIOMBZ;mbg selalu ada ibu hamil balita serta anak sekolah akan mengalami pertumbuhan hadirnya mbg membuat masyarakat kita tidak khawatir kembali tentang gizi makan mereka lanjutkan mbg boleh orang palestina;positif;positif
Kabupaten Bandung Barat dan MBG ini ada masalah apa sih? Kok keracunan gak udah2? ;kabupaten bandung barat mbg ada masalah apa sih kok keracunan gak udah;negatif;negatif
gua mengonsumsi mbg malah jadi makin kagak nafsu makan tuh;gua mengonsumsi mbg malah makin kagak nafsu makan tuh;negatif;negatif
dikasih makan gratis ngga;dikasih makan gratis ngga;negatif;negatif
@kissesdiamour @Reiza_Patters Berdasarkan data awal 2025 Prabowo-Gibran likely akan maju lagi di Pilpres 2029. Mereka menang 2024 dengan 96 juta suara dan boleh menjabat dua periode. Rating persetujuan mereka di atas 80% didukung kebijakan populer seperti potongan pajak dan makan gratis sekolah. Namun ;berdasarkan data awal prabowogibran likely akan maju lagi pilpres mereka menang juta suara boleh menjabat dua periode rating persetujuan mereka atas didukung kebijakan populer seperti potongan pajak makan gratis sekolah;netral;netral
@staywokesainz tar bukan pakai champagne tp pake mbg yak;tar bukan pakai champagne tp pake mbg yak;negatif;negatif
gue gaakan pernah lupa sama program mbg yg nyuruh bawahannya ngumpulin 7jt perhari buat masuk ke dompet petinggi petingginya. demi apapun gue ngomong berdasar fakta langsung temen gue yg jadi korban. susah payah cari kerja sekalinya dapet kerja jobdescnya jadi koruptor.;gue gaakan pernah lupa sama program mbg yg nyuruh bawahannya ngumpulin jt perhari buat masuk dompet petinggi petingginya demi apapun gue ngomong berdasar fakta langsung temen gue yg korban susah payah cari kerja sekalinya dapet kerja jobdescnya koruptor;negatif;negatif
Kalo udh bnyak yg keracunan kek gini bisa ngga si kita sebutnya makan gratis aja bkn MAKAN BERGIZI GRATIS karena dari mana GIZINYA anjir;kalo udh bnyak yg keracunan kek gini bisa ngga si kita sebutnya makan gratis aja bkn makan bergizi gratis mana gizinya anjir;negatif;negatif
Gaji dikit. Dianggap beban negara. Disuruh nyobain mbg buat cek racun. Disuruh ngelarang orang yg mau menyuarakan haknya. Terlalu tolol para pejabat ini;gaji dikit dianggap beban negara disuruh nyobain mbg buat cek racun disuruh ngelarang orang yg mau menyuarakan haknya terlalu tolol para pejabat;negatif;negatif
Kapolres Mojokerto dampingi kunjungan Irwasda Polda Jatim di SPN Polda Jatim untuk pengecekan sarana dan prasarana dapur kesiapan program Makan Bergizi Gratis pengecekan lapangan asrama pengecekan TK Kemala Bhayangkari 85 di Sooko dan pengecekan gedung bekas Polsek Bangsal https://t.co/bpCZYEA5xN;kapolres mojokerto dampingi kunjungan irwasda polda jatim spn polda jatim pengecekan sarana prasarana dapur kesiapan program makan bergizi gratis pengecekan lapangan asrama pengecekan tk kemala bhayangkari sooko pengecekan gedung bekas polsek bangsal;netral;netral
Faktanya Makan Bergizi Gratis berdampak masif bagi keberlangsungan hidup masyarakat #FaktaIndonesia #MakanBergiziGratis #ManfaatMakanBergiziGratis #DukungProgramMakanBergiziGratis https://t.co/RszHpKWuQ1;faktanya makan bergizi gratis berdampak masif bagi keberlangsungan hidup masyarakat;positif;positif
Menunggu berita korupsi MBG sama Danantara.;menunggu berita korupsi mbg sama danantara;negatif;negatif
Pen Lanud Adisutjipto. Sebagai wujud dukungan terhadap program Makan Bergizi Gratis (MBG) yang dicanangkan pemerintah Lanud Adisutjipto melalui SPPG nya mendistribusikan ratusan porsi MBG kepada siswa dan siswi tingkat KB dan TK Selasa (29/4/2025). https://t.co/g26Ff1JPgq;pen lanud adisutjipto wujud dukungan terhadap program makan bergizi gratis mbg dicanangkan pemerintah lanud adisutjipto melalui sppg nya mendistribusikan ratusan porsi mbg kepada siswa siswi tingkat kb tk selasa;positif;positif
Intinya gada makan siang gratis wkwkwkwk;intinya gada makan siang gratis wkwkwkwk;netral;netral
Klo kaya ngpain sih malah pilih 02 dengan alesan MAKAN SIANG GRATIS?? Org kaya kan bisa beli makan sendiri lbh enak lagi dprd makanan gjls gitu;klo kaya ngpain sih malah pilih alesan makan siang gratis org kaya kan bisa beli makan sendiri lbh enak lagi dprd makan gjls gitu;negatif;negatif
@warungsastra Pada akhirnya yang kelihatannya sepele (misalnya makan gratis fasilitas atau bantuan cuma-cuma) justru bisa membuat seseorang terikat sulit bersikap objektif bahkan dimanfaatkan untuk agenda kelompok;akhirnya kelihatannya sepele misalnya makan gratis fasilitas bantuan cumacuma justru bisa membuat seseorang terikat sulit bersikap objektif bahkan dimanfaatkan agenda kelompok;netral;netral
MAKAN SIANG GRATIS AHAYYY;makan siang gratis ahayyy;netral;netral
@BANGSAygSUJUD @prabowo @99propaganda @are_inismyname @DarekaRendy @florieliciouss @hasanudinsajid @Kimberley_PS08 @Ndons_Back @SingaPatriot @mpoklela7 @bitCarli77 Bangga Bangsa ini ketika mengukur kebutuhan Rakyatnya dgn Makan gratis... .. Sekolah itu bukan utk makan.. Utk belajar... Kebutuhan ttg dunia pendidikan apa g ada yg bisa terpikirkan selain makan?;bangga bangsa ketika mengukur kebutuhan rakyatnya dgn makan gratis sekolah bukan utk makan utk ajar kebutuhan ttg dunia pendidikan apa g ada yg bisa terpikirkan selain makan;negatif;negatif
@tanyarlfes mending bubar deh makan siang gratis ini;mending bubar deh makan siang gratis;negatif;negatif
 Nggak ada yang lebih menyakitkan dari makan gratis tapi porsinya kecil! ;nggak ada lebih menyakitkan makan gratis tapi porsinya kecil;netral;netral
Program MBG dan Koperasi Telan Rp 617 T APBN 2026 Terancam Krisis https://t.co/kLRjiFw6Nu;program mbg koperasi telan rp t apbn terancam krisis;netral;netral
Semakin terang semua. Semoga bisa tertangkap oknum-oknum modelan ginian yang tega banget. https://t.co/SSC2zcXnxG lewat @tribunnews https://t.co/wneNozWjg3;semakin terang semua semoga bisa tertangkap oknumoknum modelan ginian tega banget lewat;positif;positif
@stockmapping kalo ngomongin susu stok pabrik pasti selalu habis mas udah diborong makelar makelar ini juga mark up harga susunya gila-gilaan untuk kebutuhan MBG ini;kalo ngomongin susu stok pabrik pasti selalu habis mas udah diborong makelar makelar mark up harga susunya gilagilaan kebutuhan mbg;netral;netral
Logistik jalan bantuan sampai! 2 2 juta porsi MBG bagi warga Aceh adalah bentuk komitmen kita untuk selalu ada di saat dibutuhkan. Dengan Kerja Nyata kita buktikan bahwa program ini benar-benar berdampak. #LanjutkanMBG Hoby #JOSHUA #?????????? #phuwintang #zonajajan https://t.co/HrUI9IOR35;logistik jalan bantuan sampai juta porsi mbg bagi warga aceh bentuk komitmen kita selalu ada saat dibutuhkan kerja nyata kita buktikan program benarbenar berdampak hoby;positif;positif
@CNNIndonesia Program tolol yah gitu ngasih program makan siang gratis gak simple tau dan yg ngejalanin orang tolol bagi orang pinter tuh nih Program tolol dan ribet gak guna bagi orang tolol katanya tinggal ngasih makan doank emang yg kerja ngasih makan mau dibayar gratis tolol;program tolol yah gitu ngasih program makan siang gratis gak simple tau yg ngejalanin orang tolol bagi orang pinter tuh nih program tolol ribet gak guna bagi orang tolol katanya tinggal ngasih makan doank emang yg kerja ngasih makan mau bayar gratis tolol;negatif;negatif
@curygu program makan siang gratis dari malik pasti levelnya paling enggak solaria ya;program makan siang gratis malik pasti levelnya paling enggak solaria ya;netral;netral
@NurRohi03920969 @kumparan @jokowi @prabowo @Gerindra Efisiensi Prabowo sederhananya: potong belanja tak penting Rp306 triliun alihkan ke program prioritas seperti makan siang gratis untuk anak sekolah agar ekonomi jangka panjang kuat. Pengangguran memang masih tinggi sekitar 5% tapi investasi asing naik dan program padat karya;efisiensi prabowo sederhananya potong belanja tak penting rp triliun alihkan program prioritas seperti makan siang gratis anak sekolah agar ekonomi jangka panjang kuat pengangguran memang masih tinggi sekitar tapi investasi asing naik program padat karya;netral;netral
Makan Siang Gratis di Kuningan: MBG Hadirkan Keenakan di Meja Siswa MI PUI Cilimus https://t.co/nzWBOpxqX7 #MBG #makangratis #MBGUntukPapua #MBGLebihbaik #kuningan #PUICilimus #PikiranRakyatKuningan;makan siang gratis kuningan mbg hadirkan keenakan meja siswa mi pui cilimus;negatif;negatif
RtTerungkap! Inilah Penyebab Keracunan Massal MBG di Kab.Bandung Barat! https://t.co/PQlftL7Hlx;rtterungkap inilah penyebab keracunan massal mbg kabbandung barat;netral;netral
"@cutiecatjm @Catatan_ali7 UU TNI yang disahkan 20 Maret 2025 berpotensi tingkatkan pengaruh militer di pemerintahan sipil mirip Orde Baru meski belum pasti setara. Kebijakan Prabowo seperti program makan siang gratis $28 miliar &amp; dana Danantara kontroversial bisa ganggu stabilitas fiskal &amp; demokrasi.";uu tni disahkan maret berpotensi tingkatkan pengaruh militer pemerintahan sipil mirip orde baru meski belum pasti setara kebijakan prabowo seperti program makan siang gratis miliar amp dana danantara kontroversial bisa ganggu stabilitas fiskal amp demokrasi;netral;netral
"@abuyahany @prabowo @aniesbaswedan Setuju!Klo mo cari org yg pas u merealisasikan program2 pak Prabowo;kampung haji yg terkait pendidikan; makan gratis sekolah kuliah gratis dst perencanaan pembangunan per-kawasan pengentasan kemiskinan perencanaan pembangunan berkelanjutan;org yg tepat mmg ABAH!#Makzulkangibran";setujuklo mo cari org yg pas u merealisasikan program pak prabowokampung haji yg terkait pendidikan makan gratis sekolah kuliah gratis dst perencanaan pembangunan perkawasan pengentasan kemiskinan perencanaan pembangunan berkelanjutanorg yg tepat mmg abah;negatif;negatif
ngapain belajar dari Indonesia. banyak negara yang nerapin makan siang gratis disekolah dan jelas jauhhhhh lebih baik sistemnya dari konoha.;ngapain ajar indonesia banyak negara nerapin makan siang gratis disekolah jelas jauhhhhh lebih baik sistemnya konoha;negatif;negatif
Program Makan Bergizi Gratis mendorong perubahan nyata pada pola makan anak sekolah memperbaiki status gizi dan mengurangi ketergantungan pada jajanan tidak sehat sebagai investasi kualitas generasi masa depan. #MakanBergiziGratis #GiziAnak #KesehatanPelajar #GenerasiSehat https://t.co/QHtdYigaLZ;program makan bergizi gratis mendorong perubahan nyata pola makan anak sekolah memperbaiki status gizi mengurangi ketergantungan jajanan tidak sehat investasi kualitas generasi masa depan;positif;positif
Masih ada waktu kok untuk penyediaan MBG yang berkualitas. Sampe hari ini program Makan Bergizi Gratis baru menjangkau 0.7% target penerima dari jumlah yang ditargetkan (Sumber: https://t.co/cVyhKBSpJM);masih ada waktu kok penyediaan mbg berkualitas sampe hari program makan bergizi gratis baru menjangkau target penerima jumlah ditargetkan sumber;netral;netral
@taharudddin @prabowo Dah dapat makan gratis... Sekolah gratis.. Bansos blt rutin.. Kurang bersyukur gimana lagi coba jadi rakyat konoha? https://t.co/5K6nzAAKEK;dah dapat makan gratis sekolah gratis bansos blt rutin kurang bersyukur gimana lagi coba rakyat konoha;negatif;negatif
Komunitas Sosial Beri Bantuan dan Makan Siang Gratis untuk Warga Binaan Sumber : Humas Rutan Pasangkayu https://t.co/NgpzQgt5dW;komunitas sosial beri bantuan makan siang gratis warga binaan sumber humas rutan pasangkayu;positif;positif
Harusnya konsumsi rapat pejabat dari dapur MBG aja biar kalo rakyatnya kecunan menterinya juga ikut merasakan https://t.co/rO9aoHEiZH;harusnya konsumsi rapat pejabat dapur mbg aja biar kalo rakyatnya kecunan menterinya ikut rasa;negatif;negatif
@Aliarifin22_ @Saber13247 @ARSIPAJA Can't argue with that. faktor yang teramat sangat penting. makannya negara gamau rakyatnya pinter-pinter amat. Kalo kelewat pinter banyak nuntutnya. Kalo bego kan cuma minta makan gratis sama cuan.;cant argue with that faktor teramat sangat penting makannya negara gamau rakyatnya pinterpinter amat kalo kelewat pinter banyak nuntutnya kalo bego kan cuma minta makan gratis sama cuan;negatif;negatif
"100 Hari Kerja: Awal Nyata Menuju Indonesia Emas 2045 Presiden @prabowo &amp; Wapres @gibran_tweet memulai dengan aksi nyata: MBG cek kesehatan gratis &amp; ketahanan pangan. @KemensosRI selalu ada memberi perlindungan sepanjang hayat! https://t.co/PhBkN4Tydq";hari kerja awal nyata menuju indonesia emas presiden amp wapres memulai aksi nyata mbg cek kesehatan gratis amp ketahanan pangan selalu ada memberi perlindungan sepanjang hayat;positif;positif
Gaji Staf Dapur MBG Nunggak 3 Bulan Eko Kuntadhi: Program Makan Gratis yang Bikin Orang Gak Bisa Makan https://t.co/FfGEzGa6SF;gaji staf dapur mbg nunggak bulan eko kuntadhi program makan gratis bikin orang gak bisa makan;negatif;negatif
@tanyarlfes Pemerintah lagi sibuk program makan siang gratis;pemerintah lagi sibuk program makan siang gratis;negatif;negatif
@Mdy_Asmara1701 Sing penting Makan Bergizi Gratis lancar;sing penting makan bergizi gratis lancar;positif;positif
Stop MBG jg plisss Ini yg bener2 makan duit banyak sampe kudu efisiensi dimana2 mangkas dana pendidikan juga ;stop mbg jg plisss yg bener makan duit banyak sampe kudu efisiensi dimana mangkas dana pendidikan;negatif;negatif
anaknya di kasih makan gratis. emak nya bingung bahan pokok pada naek semua harganya. yakali 1 menu mau dimakan sekeluarga dalam 1 hari ;anaknya kasih makan gratis emak nya bingung bahan pokok naek semua harganya yakali menu mau makan sekeluarga dalam hari;negatif;negatif
Memang tdk semua siswa keracunan usia makan siang gratis tapi.... slalu terjadi tuh kasus keracunan. Bgm nih?;memang tdk semua siswa keracunan usia makan siang gratis tapi slalu terjadi tuh kasus keracunan bgm nih;negatif;negatif
Hey hey semua pemuda pemudi ada info makan gratis https://t.co/dYWb0Lo4My;hey hey semua pemuda pemudi ada info makan gratis;netral;netral
MBG B nya beracun;mbg b nya beracun;negatif;negatif
"Lagi cari kerja? ? Susi Kitchen buka lowongan untuk posisi Waiters &amp; Kasir Syarat: 1. Usia 20-35 tahun 2. Min. lulusan SMA/SMK 3. Berpengalaman di restoran 4. Sopan &amp; ramah Benefit: Gaji mulai 2 juta Makan gratis di resto https://t.co/I5vlq3WQ2N";lagi cari kerja susi kitchen buka lowongan posisi waiters amp kasir syarat usia tahun min lulusan smasmk berpengalaman restoran sopan amp ramah benefit gaji mulai juta makan gratis resto;positif;positif
mode dnd dulu jangan ganggu me mau khusyuk nonton mbg ??;mode dnd dulu jangan ganggu me mau khusyuk nonton mbg;negatif;negatif
Gue pernah nemu ojol deh dia ke toko susu. Kebetulan gue juga lagi beli susu buat ponakan. Denger dia nanya-nanya ada ngga susu kotak yg harganya 1000 rupiah gitu kata doi buat mbg Gpp exp nya deket-deket yg penting harganya 1000. ;gue pernah nemu ojol deh dia toko susu kebetulan gue lagi beli susu buat ponakan denger dia nanyananya ada ngga susu kotak yg harganya rupiah gitu kata doi buat mbg gpp exp nya deketdeket yg penting harganya;negatif;negatif
BGN Perketat Prosedur Pembuatan dan Pengawasan MBG #prabowo #viral #gizi #mbg #fyp https://t.co/TK96rMJm2T;bgn perketat prosedur pembuatan pengawasan mbg;netral;netral
Kagak ada makan siang gratis ujug² bagi² bansos klo kata ucup. DARI MANA DUITNYA? Bansos keluar pasti ada tujuannya seperti yg sudah²... nanti tolong saya dibantu ya.. Termul otomatis... pak kowi itu baik sering bagi bansos... byk kale duitnya... https://t.co/AE0zF55gzy;kagak ada makan siang gratis ujug bagi bansos klo kata ucup mana duitnya bansos keluar pasti ada tujuannya seperti yg sudah nanti tolong saya dibantu ya termul otomatis pak kowi baik sering bagi bansos byk kale duitnya;negatif;negatif
mau nunggu di merdekain isriwil tu sampe kapan njir? urus noh program makan gratis lu malah banyak yg nyawa nya ilang @prabowo;mau nunggu merdekain isriwil tu sampe kapan njir urus noh program makan gratis lu malah banyak yg nyawa nya ilang;negatif;negatif
Ijin bertanya bapak. Kearifan lokal yg dimaksud sudah termasuk di dalam anggaran makan siang gratis yang sudah di rencanakan? Atau merupakan tambahan lagi? Atau ada perubahan dalam menu makan siang? Semoga ada jawabannya ya bapak ;ijin bertanya bapak kearifan lokal yg dimaksud sudah termasuk dalam anggaran makan siang gratis sudah rencanakan merupakan tambahan lagi ada perubahan dalam menu makan siang semoga ada jawabannya ya bapak;netral;netral
Serangga Jadi Lauk MBG Legislator PKS: Jangan Sampai Menimbulkan Masalah Kesehatan https://t.co/qDLLtEUhGX;serangga lauk mbg legislator pks jangan sampai menimbulkan masalah kesehatan;negatif;negatif
Program makan gratis Presiden Prabowo itu bukti pemimpin care bener sama pendidikan dan kesehatan #BersamaDukungMBG https://t.co/ymsO97NZEB;program makan gratis presiden prabowo bukti pemimpin care bener sama pendidikan kesehatan;negatif;negatif
@Bersinar2023 Indonesia sok² an kebanyakan gaya.. Mau bangun Whoosh lah makan gratis lah tol laut lah IKN lah.. Tai kucing..semua itu hanya alibi untuk menggarong uang negri. Coba perhatikan itu sekolah untuk anak negri jangan terlalu jauh kau menghayal Hai pejabat negri !!;indonesia sok an kebanyakan gaya mau bangun whoosh lah makan gratis lah tol laut lah ikn lah tai kucingsemua hanya alibi menggarong uang negri coba perhatikan sekolah anak negri jangan terlalu jauh kau menghayal hai pejabat negri;negatif;negatif
MBG Penuhi Gizi Anak Indonesia lebih dari 650.000 anak sekolah mendapatkan makan bergizi gratis #PenuhiGiziIndonesia https://t.co/OA3iZPHquG;mbg penuhi gizi anak indonesia lebih anak sekolah mendapatkan makan bergizi gratis;positif;positif
Kadin Perkuat Kemitraan Strategis untuk Program Makan Bergizi Gratis https://t.co/bMglqGLTlM;kadin perkuat kemitraan strategis program makan bergizi gratis;netral;netral
Polrestabes Palembang Berbagi Makan Siang Gratis Melalui Polsek Seberang Ulu II. @divisihumaspolri @multimedia.humaspolri @listyosigitprabowo @polisi_indonesia @polisi_sumsel @multimedia.poldasumsel #humaspoldasumsel #poldasumateraselatan #divhumaspolri #polisiindonesia https://t.co/dRxX31XbpU;polrestabes palembang berbagi makan siang gratis melalui polsek seberang ulu ii humaspolri poldasumsel;positif;positif
@kampusruko Alah sok²an mo ngasih rolex program makan siang gratis aja banyak yg keracunan;alah sokan mo ngasih rolex program makan siang gratis aja banyak yg keracunan;negatif;negatif
ngabisin tenaga ya ngomong sm rezim enabler. yang buzzer akan tetep batu karena dia dapet keuntungan yang beneran goblok jg gak pernah mau paham2 bahkan negara ini udh mau ancur masih aja belain rezim makan tuh makan siang gratis yang dibayar pakai baliknya orba;ngabisin tenaga ya ngomong sm rezim enabler buzzer akan tetep batu dia dapet keuntungan beneran goblok jg gak pernah mau paham bahkan negara udh mau ancur masih aja belain rezim makan tuh makan siang gratis bayar pakai baliknya orba;negatif;negatif
Resmi Dibuka! BGN Rekrut 33.378 PPPK untuk Program Makan Siang Gratis 2025 Cek Syarat dan Link Daftarnya di Sini https://t.co/YQ3AhUtfuv;resmi buka bgn rekrut pppk program makan siang gratis cek syarat link daftarnya sini;netral;netral
bangun kos2an atau kontrakan investasi emas haji-umroh sampe bisa umrohin org berkali2 bikin rumah makan kecil buat makan gratis.;bangun kosan kontrakan investasi emas hajiumroh sampe bisa umrohin org berkali bikin rumah makan kecil buat makan gratis;netral;netral
fuck makan bergizi gratis untuk makan pun aku sudah kenyang https://t.co/XWoZpQJbGp;fuck makan bergizi gratis makan pun aku sudah kenyang;netral;netral
@ARSIPAJA Program makan gratis Musholla RAPI mampu memberi makan setara penduduk ANTARTIKA Pack https://t.co/uw0gJCockR;program makan gratis musholla rapi mampu memberi makan setara penduduk antartika pack;positif;positif
Makan bergizi masa depan sehat! Program Makan Bergizi Gratis Prabowo-Gibran jadi solusi malnutrisi di Indonesia. Langkah progresif untuk generasi yang lebih baik. #MakanBergiziGratis #MBG https://t.co/QBA1Na54gc;makan bergizi masa depan sehat program makan bergizi gratis prabowogibran solusi malnutrisi indonesia langkah progresif generasi lebih baik;positif;positif
@oagesoobin B. Promosikan program makan siang gratis;b promosikan program makan siang gratis;netral;netral
kalo join dapet mbg ga;kalo join dapet mbg ga;netral;netral
pengawas makan siang gratis;pengawas makan siang gratis;netral;netral
SBY hambalang Mulyono IKN. Si ndud bikin proyek korupsi MBG biar ga jadi candi.;sby hambalang mulyono ikn si ndud bikin proyek korupsi mbg biar ga candi;negatif;negatif
Bhayangkari Polres Lampung Selatan dipimpin Wakil Ketua Cabang Ny. Ranie Silpa melaksanakan aksi sosial dengan membagikan snack kopi dan makan siang gratis kepada personel gabungan serta pengguna jasa di Pos Pelayanan Terpadu Pelabuhan Bakauheni Senin (29/12/2025). https://t.co/a3IqllyZTU;bhayangkari polres lampung selatan dipimpin wakil ketua cabang ny ranie silpa melaksanakan aksi sosial membagikan snack kopi makan siang gratis kepada personel gabungan serta pengguna jasa pos pelayanan terpadu pelabuhan bakauheni senin;netral;netral
opini yang bakal sedikit make sense kalo pendanaannya disalurkan buat makan gratis orang kurang mampu tapi jadi ngaco kalo konteksnya berkaitan dgn program makan gratis sekolah yg didanain dari zakat;opini bakal sedikit make sense kalo pendanaannya disalurkan buat makan gratis orang kurang mampu tapi ngaco kalo konteksnya berkaitan dgn program makan gratis sekolah yg didanain zakat;negatif;negatif
@kegblgnunfaedh Awalnya ingin anak Indonesia cerdas dengan program makan siang gratis Klo tidak sanggup anak stop aja gak usah anak orang jadi eksperimen cukup kencangkan program pengentasan kemiskinan aja.;awalnya ingin anak indonesia cerdas program makan siang gratis klo tidak sanggup anak stop aja gak usah anak orang eksperimen cukup kencangkan program pengentasan kemiskinan aja;negatif;negatif
Pemerintah nih mau ngeracunin anak anak apa sih? Kok pada keracunan mbg?;pemerintah nih mau ngeracunin anak anak apa sih kok keracunan mbg;negatif;negatif
@Bintarobart @Dospemz Saya yakin uang yang dipakai buat program makan siang gratis ini bakal lebih bermanfaat kalau dialokasikan untuk perbaikan fasilitas dapur sekolah pelatihan guru UKS atau program edukasi gizi untuk orang tua.;saya yakin uang dipakai buat program makan siang gratis bakal lebih bermanfaat kalau dialokasikan perbaikan fasilitas dapur sekolah pelatihan guru uks program edukasi gizi orang tua;positif;positif
@Cfara21 Beberapa kebijakan pro rakyat pemerintahan Prabowo dari awal 2025 hingga sekarang: 1. Program Makan Bergizi Gratis (MBG) untuk siswa. 2. Pembangunan 3 juta rumah bagi masyarakat berpenghasilan rendah dengan pembebasan biaya BPHTB dan PPN. 3. Cek Kesehatan Gratis (CKG) untuk;beberapa kebijakan pro rakyat pemerintahan prabowo awal hingga sekarang program makan bergizi gratis mbg siswa pembangunan juta rumah bagi masyarakat berpenghasilan rendah pembebasan biaya bphtb ppn cek kesehatan gratis ckg;negatif;negatif
Setahun Program MBG: Prabowo Klaim 99 9 Persen Berhasil Akui Ada Kekurangan dan Dorong Pendidikan Kebersihan di Sekolah! https://t.co/MQRIsYYlyY;setahun program mbg prabowo klaim persen berhasil akui ada kekurangan dorong pendidikan kebersihan sekolah;netral;positif
PEMERINTAH menegaskan pentingnya ketepatan sasaran dalam pelaksanaan Program Makan Bergizi Gratis (MBG) bagi kelompok 3B yakni ibu hamil ibu menyusui dan balita non-PAUD. #mbg #kelompok3b #sdm #indonesiaemas #BKKBN #sppg #tpk #pkk https://t.co/maKluoGuN6;pemerintah menegaskan pentingnya ketepatan sasaran dalam pelaksanaan program makan bergizi gratis mbg bagi kelompok b yakni ibu hamil ibu menyusui balita nonpaud;netral;netral
pak daripada keliling liat implementasi makan siang gratis yang bukan tugas utama bapak mending revisi anggaran yang bener-bener strategis and evaluasi pejabat eselon 1 yang kebanyakan;pak daripada keliling liat implementasi makan siang gratis bukan tugas utama bapak mending revisi anggaran benerbener strategis and evaluasi pejabat eselon kebanyakan;netral;netral
@hatchuuy Mengenai rencana Presiden Prabowo membuka impor produk AS termasuk susu dan daging untuk merespons tarif ekspor 32% dari AS kebijakan ini bertujuan menjaga hubungan dagang dan memenuhi kebutuhan domestik seperti program makan siang gratis. Tarif berfungsi melindungi industri;mengenai rencana presiden prabowo buka impor produk as termasuk susu daging merespons tarif ekspor as kebijakan bertujuan menjaga hubungan dagang memenuhi kebutuhan domestik seperti program makan siang gratis tarif berfungsi melindungi industri;netral;netral
Polda Jabar bangun dua SPPG di Ponpes Buntet dukung Program MBG. https://t.co/yw3gA4j2GY;polda jabar bangun dua sppg ponpes buntet dukung program mbg;positif;positif
kurangg 11111111 https://t.co/MMEqU9fXER;kurangg;netral;netral
@Kenaken4u @nessiejudge Indonesia kemungkinan tidak akan resesi di 2025 dengan proyeksi pertumbuhan PDB 5-5 4%. Ekonomi stabil inflasi 3% dan konsumsi domestik kuat. Risiko ada dari ketegangan perdagangan global dan protes domestik tapi tak cukup picu resesi. Program makan siang gratis $28 miliar;indonesia kemungkinan tidak akan resesi proyeksi pertumbuhan pdb ekonomi stabil inflasi konsumsi domestik kuat risiko ada ketegangan perdagangan global protes domestik tapi tak cukup picu resesi program makan siang gratis miliar;netral;netral
SPPG Tanjung Kab. Lamongan jadi salah satu contoh SPPG yang bekerja dengan pengawasan ketat sesuai standar BGN dalam menyiapkan dan menyajikan menu MBG. Lanjutkan MBG Lanjutkan semngat meraih cita. #LanjutkanMBGCegahStunting JIN Ring 1 AGUSTD Charles Tristan https://t.co/bOMicXzlla;sppg tanjung kab lamongan salah satu contoh sppg kerja pengawasan ketat sesuai standar bgn dalam menyiapkan menyajikan menu mbg lanjutkan mbg lanjutkan semngat meraih cita jin ring agustd charles tristan;netral;netral
Program Makan Bergizi Gratis: Investasi untuk Masa Depan Bangsa. #GenerasiSehat #MakanBergiziGratis #IndonesiaMaju https://t.co/mCSNw8GDQ4;program makan bergizi gratis investasi masa depan bangsa;positif;positif
aku juga mau makan siang gratis @hangry;aku mau makan siang gratis;netral;netral
@sdenta MBG anak sd buat 1 minggu pearnya jelek cuma kemakan sedikit abonnya gatau abon apaan gaada seratnya bsk pagi rotinya udah berjamur begini https://t.co/e2Tqptsag1;mbg anak sd buat minggu pearnya jelek cuma kemakan sedikit abonnya gatau abon apaan gaada seratnya bsk pagi rotinya udah berjamur begini;netral;netral
Nah kenapa ga mikir siii dr awal. PKH aja bikin bahan pangan meroket n pasar tradisional sepi kok. Ini malah serempak MBG. N ga ada solusi?;nah kenapa ga mikir siii dr awal pkh aja bikin bahan pangan meroket n pasar tradisional sepi kok malah serempak mbg n ga ada solusi;negatif;negatif
